,FORMATTED_CONTENT,CLASS
4778,Oh god taken the teeth is it paining,0
4779,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing You are bringing in a real breath of sunshine,1
4780,Then u ask darren go n pick u lor But i oso sian tmr haf meet lect,0
4781,No need to buy lunch for me I eat maggi mee,0
4782,Congratulations Thanks to a good friend U have WON the Xmas prize claim is easy just call NOW Only p per minute BT national rate,1
4783,Ok lor,0
4784,Oh right ok I ll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,0
4785,Wife how she knew the time of murder exactly,0
4786,Send a logo ur lover names joined by a heart Txt LOVE NAME NAME MOBNO eg LOVE ADAM EVE to Yahoo POBox W WQ TxtNO no ads p,1
4787,Howz that persons story,0
4788,Thanx sending me home,0
4789,Its normally hot mail Com you see,0
4790,You ve won tkts to the EURO CUP FINAL or CASH to collect CALL b POBOX ppm,1
4791,U sick still can go shopping,0
4792,Ya they are well and fine BBD pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,0
4793,Nice nice how is it working,0
4794,s reach home call me,0
4795,Were trying to find a Chinese food place around here,0
4796,Easy mate guess the quick drink was bit ambitious,0
4797,BABE I miiiiiiissssssssss you I need you I crave you Geeee I m so sad without you babe I love you,0
4798,Ok thanx,0
4799,aathi where are you dear,0
4800,Tunji how s the queen how are you doing This is just wishing you a great day Abiola,0
4801,Today iZ Yellow rose day If u love my frndship give me misscall amp send this to ur frndZ amp See how many miss calls u get If u get missed U marry ur Lover,0
4802,Will be out of class in a few hours Sorry,0
4803,Wat time u finish ur lect today,0
4804,Free message Jamster Get the crazy frog sound now For poly text MAD for real text MAD to crazy sounds for just GBP week only T C s apply,1
4805,Sad story of a Man Last week was my b day My Wife did nt wish me My Parents forgot n so did my Kids I went to work Even my Colleagues did not wish As I entered my cabin my PA said Happy B day Boss I felt special She askd me lunch After lunch she invited me to her apartment We went there She said do u mind if I go into the bedroom for a minute OK I sed in a sexy mood She came out minuts latr wid a cake n My Wife My Parents My Kidz My Friends n My Colleagues All screaming SURPRISE and I was waiting on the sofa NAKED,0
4806,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now Just p per min NTT Ltd PO Box Croydon CR WB is a national rate call,1
4807,She s fine Good to hear from you How are you my dear Happy new year oh,0
4808,Are you going to wipro interview today,0
4809,how tall are you princess,0
4810,I doubt you could handle times per night in any case,0
4811,Haha Hope can hear the receipt sound Gd luck,0
4812,Your gonna be the death if me I m gonna leave a note that says its all robs fault Avenge me,0
4813,Japanese Proverb If one Can do it U too Can do it If none Can do it U must do it Indian version If one Can do it LET HIM DO it If none Can do it LEAVE it And finally Kerala version If one can do it Stop him doing it If none can do it Make a strike against it,0
4814,Today i m not workin but not free oso Gee Thgt u workin at ur fren s shop,0
4815,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for Gudni,0
4816,Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE,0
4817,I want to be there so i can kiss you and feel you next to me,0
4818,I am not at all happy with what you saying or doing,0
4819,Adult Content Your video will be with you shortly,1
4820,Ok that would b lovely if u r sure Think about wot u want to do drinkin dancin eatin cinema in out about Up to u Wot about,0
4821,What I m saying is if you haven t explicitly told nora I know someone I m probably just not gonna bother,0
4822,He says hi and to get your ass back to south tampa preferably at a kegger,0
4823,Smith waste da i wanna gayle,0
4824,Mum i ve sent you many many messages since i got here I just want to know that you are actually getting them Do enjoy the rest of your day,0
4825,Aight tomorrow around lt gt it is,0
4826,House Maid is the murderer coz the man was murdered on lt gt th January As public holiday all govt instituitions are closed including post office understand,0
4827,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now Just p per min NTT Ltd PO Box Croydon CR WB is a national rate call,1
4828,I actually did for the first time in a while I went to bed not too long after i spoke with you Woke up at How was your night,0
4829,See you there,0
4830,I dont understand your message,0
4831,Crucify is c not s You should have told me earlier,0
4832,Idk You keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility And i m tired I have so much other shit to deal with that i m barely keeping myself together once this gets added to it,0
4833,Fuck cedar key and fuck her come over anyway tho,0
4834,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0
4835,Hey Boys Want hot XXX pics sent direct ur phone Txt PORN to Hrs free and then just p per day To stop text STOPBCM SF WC N XX,1
4836,U still painting ur wall,0
4837,Last Chance Claim ur worth of discount vouchers today Text SHOP to now SavaMob offers mobile T Cs SavaMob POBOX M UZ Sub,1
4838,Printer is cool I mean groovy Wine is groovying,0
4839,Hi Harish s rent has been transfred to ur Acnt,0
4840,Anything lor is she coming,0
4841,Cbe is really good nowadays lot of shop and showrooms city is shaping good,0
4842,still attending da talks,0
4843,No probs hon How u doinat the mo,0
4844,K I ll take care of it,0
4845,I take it we didn t have the phone callon Friday Can we assume we won t have it this year now,0
4846,My battery is low babe,0
4847,Shuhui has bought ron s present it s a swatch watch,0
4848,Yeah there s quite a bit left I ll swing by tomorrow when I get up,0
4849,Babe You said hours and it s been almost Is your internet down,0
4850,K I ll be sure to get up before noon and see what s what,0
4851,K k yesterday i was in cbe,0
4852,Went to ganesh dress shop,0
4853,pdate Now Double mins and txts on Orange tariffs Latest Motorola SonyEricsson Nokia Bluetooth FREE Call MobileUpd on or call optout YHL,1
4854,collecting ur laptop then going to configure da settings izzit,0
4855,If you r home then come down within min,0
4856,Aight I should be there by at the latest probably closer to Are jay and tyler down or should we just do two trips,0
4857,Come aftr lt DECIMAL gt now i m cleaning the house,0
4858,Ur cash balance is currently pounds to maximize ur cash in now send CASH to only p msg CC PO BOX TCR W,1
4859,Bill as in Are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it,0
4860,Tell me pa How is pain de,0
4861,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A MAN GANG BANG,0
4862,Ha You don t know either I did a a clever but simple thing with pears the other day perfect for christmas,0
4863,Helloooo Wake up Sweet morning welcomes You Enjoy This Day with full of joy GUD MRNG,0
4864,ALRITE,0
4865,Why must we sit around and wait for summer days to celebrate Such a magical sight when the worlds dressed in white Oooooh let there be snow,0
4866,URGENT Your Mobile number has been awarded with a prize GUARANTEED Call from land line Claim Valid hrs only,1
4867,How do you guys go to see movies on your side,0
4868,Sorry in meeting I ll call later,0
4869,You didn t have to tell me that now i m thinking Plus he s going to stop all your runs,0
4870,Kindly send some one to our flat before lt DECIMAL gt today,0
4871,Sorry U can not unsubscribe yet THE MOB offer package has a min term of weeks pls resubmit request after expiry Reply THEMOB HELP more info,1
4872,Nothing lor A bit bored too Then y dun u go home early sleep today,0
4873,What time should I tell my friend to be around,0
4874,Yes that will be fine Love you Be safe,0
4875,Thanks chikku gud nyt,0
4876,Is xy in ur car when u picking me up,0
4877,Thanx the time we ve spent geva its bin mint Ur my Baby and all I want is u xxxx,0
4878,Yo any way we could pick something up tonight,0
4879,I ve not sent it He can send me,0
4880,Fine am simply sitting,0
4881,Thts god s gift for birds as humans hav some natural gift frm god,0
4882,Are you coming to day for class,0
4883,Im done Just studyn in library,0
4884,Ok U enjoy ur shows,0
4885,Anything,0
4886,Where wuld I be without my baby The thought alone mite break me and I don t wanna go crazy but everyboy needs his lady xxxxxxxx,0
4887,Wat s my dear doing Sleeping ah,0
4888,Hi Test on lt gt rd,0
4889,Only students solved this CAT question in xam lt gt lt gt lt gt then Tell me the answer if u r brilliant thing i got d answr,0
4890,Yo do you know anyone lt gt or otherwise able to buy liquor Our guy flaked and right now if we don t get a hold of somebody its just loko all night,0
4891,Yup n her fren lor I m meeting my fren at,0
4892,Yeah we got one lined up for us,0
4893,And stop wondering wow is she ever going to stop tm ing me because I will tm you whenever I want because you are MINE laughs,0
4894,Lol yep did that yesterday Already got my fireplace Now its just another icon sitting there for me,0
4895,Hey i ve booked the pilates and yoga lesson already Haha,0
4896,Are you ok What happen to behave like this,0
4897,You have new message Please call,1
4898,My supervisor find me one lor i thk his students I havent ask her yet Tell u aft i ask her,0
4899,Hello No news on job they are making me wait a fifth week Yeah im up for some woozles and weasels In exeter still but be home about,0
4900,No message no responce what happend,0
